0:15,0:30,0:45,1:00,1:15,1:30,1:45,2:00,2:15,2:30,2:45,3:00,3:15,3:30,3:45,4:00,4:15,4:30,4:45,5:00,5:15,5:30,5:45,6:00,6:15,6:30,6:45,7:00,7:15,7:30,7:45,8:00,8:15,8:30,8:45,9:00,9:15,9:30,9:45,10:00,10:15,10:30,10:45,11:00,11:15,11:30,11:45,12:00,12:15,12:30,12:45,13:00,13:15,13:30,13:45,14:00,14:15,14:30,14:45,15:00,15:15,15:30,15:45,16:00,16:15,16:30,16:45,17:00,17:15,17:30,17:45,18:00,18:15,18:30,18:45,19:00,19:15,19:30,19:45,20:00,20:15,20:30,20:45,21:00,21:15,21:30,21:45,22:00,22:15,22:30,22:45,23:00,23:15,23:30,23:45,0:00
86.3,76.9,68.8,62.4,58.0,55.3,53.6,52.4,51.3,50.3,49.2,48.3,47.5,46.9,46.5,46.6,47.1,48.0,49.3,50.8,52.7,55.6,60.5,68.2,79.2,92.0,104.7,115.7,123.5,128.6,132.0,134.8,137.8,140.7,143.2,144.8,145.3,144.9,143.8,142.3,140.8,139.5,138.5,138.2,138.6,140.1,142.6,146.5,151.5,156.7,160.7,162.3,160.5,156.1,150.2,144.0,138.4,133.6,129.4,125.7,122.4,119.6,117.4,115.7,114.6,114.2,114.6,115.7,117.6,120.3,123.9,128.2,133.2,138.9,145.1,151.5,157.9,163.8,168.3,170.6,170.4,168.3,165.3,162.3,160.1,158.4,156.8,154.8,151.9,147.9,142.5,135.7,127.2,117.5,107.1,96.5
89.8,84.9,80.7,76.6,71.7,66.6,61.6,57.4,54.5,52.6,51.4,50.8,50.3,50.0,49.9,49.9,50.1,50.4,50.7,50.8,50.8,50.9,51.6,53.3,56.2,60.4,65.8,72.4,80.0,88.5,97.4,106.5,115.6,124.4,132.8,140.7,147.8,154.0,158.9,162.3,164.1,164.7,165.0,165.6,167.1,169.4,172.4,175.6,179.0,181.9,183.7,183.9,182.1,178.7,174.1,169.0,163.7,158.9,154.6,151.5,149.6,148.6,148.0,147.3,146.2,145.0,144.1,144.0,144.9,146.9,150.0,154.0,158.8,164.0,169.2,174.0,177.8,180.5,181.8,181.4,179.3,175.7,171.0,165.6,160.1,155.1,151.1,149.0,148.9,149.6,149.4,146.5,139.8,130.3,119.5,109.0
100.1,92.5,85.9,79.9,74.1,68.7,63.9,59.9,57.0,55.0,53.5,52.4,51.5,50.8,50.2,49.9,49.9,50.0,50.1,49.9,49.5,48.9,48.4,48.3,48.7,49.8,51.9,54.9,59.2,64.9,72.3,81.6,92.9,105.6,119.0,132.3,144.8,156.2,166.0,174.0,180.0,184.6,188.7,193.1,198.3,203.7,208.7,212.2,213.7,212.8,209.0,202.3,192.4,180.9,169.2,159.0,151.4,146.0,141.6,137.3,132.4,127.0,121.6,116.5,112.2,108.9,106.7,105.7,106.1,107.7,110.4,114.0,118.3,123.4,129.2,135.7,142.8,149.8,155.7,159.8,161.4,160.8,159.0,156.5,153.9,151.5,149.3,147.3,145.4,143.0,139.2,133.2,124.4,113.8,102.5,91.6
86.3,76.9,68.8,62.4,58.0,55.3,53.6,52.4,51.3,50.3,49.2,48.3,47.5,46.9,46.5,46.6,47.1,48.0,49.3,50.8,52.7,55.6,60.5,68.2,79.2,92.0,104.7,115.7,123.5,128.6,132.0,134.8,137.8,140.7,143.2,144.8,145.3,144.9,143.8,142.3,140.8,139.5,138.5,138.2,138.6,140.1,142.6,146.5,151.5,156.7,160.7,162.3,160.5,156.1,150.2,144.0,138.4,133.6,129.4,125.7,122.4,119.6,117.4,115.7,114.6,114.2,114.6,115.7,117.6,120.3,123.9,128.2,133.2,138.9,145.1,151.5,157.9,163.8,168.3,170.6,170.4,168.3,165.3,162.3,160.1,158.4,156.8,154.8,151.9,147.9,142.5,135.7,127.2,117.5,107.1,96.5
86.3,76.9,68.8,62.4,58.0,55.3,53.6,52.4,51.3,50.3,49.2,48.3,47.5,46.9,46.5,46.6,47.1,48.0,49.3,50.8,52.7,55.6,60.5,68.2,79.2,92.0,104.7,115.7,123.5,128.6,132.0,134.8,137.8,140.7,143.2,144.8,145.3,144.9,143.8,142.3,140.8,139.5,138.5,138.2,138.6,140.1,142.6,146.5,151.5,156.7,160.7,162.3,160.5,156.1,150.2,144.0,138.4,133.6,129.4,125.7,122.4,119.6,117.4,115.7,114.6,114.2,114.6,115.7,117.6,120.3,123.9,128.2,133.2,138.9,145.1,151.5,157.9,163.8,168.3,170.6,170.4,168.3,165.3,162.3,160.1,158.4,156.8,154.8,151.9,147.9,142.5,135.7,127.2,117.5,107.1,96.5
86.3,76.9,68.8,62.4,58.0,55.3,53.6,52.4,51.3,50.3,49.2,48.3,47.5,46.9,46.5,46.6,47.1,48.0,49.3,50.8,52.7,55.6,60.5,68.2,79.2,92.0,104.7,115.7,123.5,128.6,132.0,134.8,137.8,140.7,143.2,144.8,145.3,144.9,143.8,142.3,140.8,139.5,138.5,138.2,138.6,140.1,142.6,146.5,151.5,156.7,160.7,162.3,160.5,156.1,150.2,144.0,138.4,133.6,129.4,125.7,122.4,119.6,117.4,115.7,114.6,114.2,114.6,115.7,117.6,120.3,123.9,128.2,133.2,138.9,145.1,151.5,157.9,163.8,168.3,170.6,170.4,168.3,165.3,162.3,160.1,158.4,156.8,154.8,151.9,147.9,142.5,135.7,127.2,117.5,107.1,96.5
86.3,76.9,68.8,62.4,58.0,55.3,53.6,52.4,51.3,50.3,49.2,48.3,47.5,46.9,46.5,46.6,47.1,48.0,49.3,50.8,52.7,55.6,60.5,68.2,79.2,92.0,104.7,115.7,123.5,128.6,132.0,134.8,137.8,140.7,143.2,144.8,145.3,144.9,143.8,142.3,140.8,139.5,138.5,138.2,138.6,140.1,142.6,146.5,151.5,156.7,160.7,162.3,160.5,156.1,150.2,144.0,138.4,133.6,129.4,125.7,122.4,119.6,117.4,115.7,114.6,114.2,114.6,115.7,117.6,120.3,123.9,128.2,133.2,138.9,145.1,151.5,157.9,163.8,168.3,170.6,170.4,168.3,165.3,162.3,160.1,158.4,156.8,154.8,151.9,147.9,142.5,135.7,127.2,117.5,107.1,96.5
86.3,76.9,68.8,62.4,58.0,55.3,53.6,52.4,51.3,50.3,49.2,48.3,47.5,46.9,46.5,46.6,47.1,48.0,49.3,50.8,52.7,55.6,60.5,68.2,79.2,92.0,104.7,115.7,123.5,128.6,132.0,134.8,137.8,140.7,143.2,144.8,145.3,144.9,143.8,142.3,140.8,139.5,138.5,138.2,138.6,140.1,142.6,146.5,151.5,156.7,160.7,162.3,160.5,156.1,150.2,144.0,138.4,133.6,129.4,125.7,122.4,119.6,117.4,115.7,114.6,114.2,114.6,115.7,117.6,120.3,123.9,128.2,133.2,138.9,145.1,151.5,157.9,163.8,168.3,170.6,170.4,168.3,165.3,162.3,160.1,158.4,156.8,154.8,151.9,147.9,142.5,135.7,127.2,117.5,107.1,96.5
89.8,84.9,80.7,76.6,71.7,66.6,61.6,57.4,54.5,52.6,51.4,50.8,50.3,50.0,49.9,49.9,50.1,50.4,50.7,50.8,50.8,50.9,51.6,53.3,56.2,60.4,65.8,72.4,80.0,88.5,97.4,106.5,115.6,124.4,132.8,140.7,147.8,154.0,158.9,162.3,164.1,164.7,165.0,165.6,167.1,169.4,172.4,175.6,179.0,181.9,183.7,183.9,182.1,178.7,174.1,169.0,163.7,158.9,154.6,151.5,149.6,148.6,148.0,147.3,146.2,145.0,144.1,144.0,144.9,146.9,150.0,154.0,158.8,164.0,169.2,174.0,177.8,180.5,181.8,181.4,179.3,175.7,171.0,165.6,160.1,155.1,151.1,149.0,148.9,149.6,149.4,146.5,139.8,130.3,119.5,109.0
100.1,92.5,85.9,79.9,74.1,68.7,63.9,59.9,57.0,55.0,53.5,52.4,51.5,50.8,50.2,49.9,49.9,50.0,50.1,49.9,49.5,48.9,48.4,48.3,48.7,49.8,51.9,54.9,59.2,64.9,72.3,81.6,92.9,105.6,119.0,132.3,144.8,156.2,166.0,174.0,180.0,184.6,188.7,193.1,198.3,203.7,208.7,212.2,213.7,212.8,209.0,202.3,192.4,180.9,169.2,159.0,151.4,146.0,141.6,137.3,132.4,127.0,121.6,116.5,112.2,108.9,106.7,105.7,106.1,107.7,110.4,114.0,118.3,123.4,129.2,135.7,142.8,149.8,155.7,159.8,161.4,160.8,159.0,156.5,153.9,151.5,149.3,147.3,145.4,143.0,139.2,133.2,124.4,113.8,102.5,91.6
86.3,76.9,68.8,62.4,58.0,55.3,53.6,52.4,51.3,50.3,49.2,48.3,47.5,46.9,46.5,46.6,47.1,48.0,49.3,50.8,52.7,55.6,60.5,68.2,79.2,92.0,104.7,115.7,123.5,128.6,132.0,134.8,137.8,140.7,143.2,144.8,145.3,144.9,143.8,142.3,140.8,139.5,138.5,138.2,138.6,140.1,142.6,146.5,151.5,156.7,160.7,162.3,160.5,156.1,150.2,144.0,138.4,133.6,129.4,125.7,122.4,119.6,117.4,115.7,114.6,114.2,114.6,115.7,117.6,120.3,123.9,128.2,133.2,138.9,145.1,151.5,157.9,163.8,168.3,170.6,170.4,168.3,165.3,162.3,160.1,158.4,156.8,154.8,151.9,147.9,142.5,135.7,127.2,117.5,107.1,96.5
86.3,76.9,68.8,62.4,58.0,55.3,53.6,52.4,51.3,50.3,49.2,48.3,47.5,46.9,46.5,46.6,47.1,48.0,49.3,50.8,52.7,55.6,60.5,68.2,79.2,92.0,104.7,115.7,123.5,128.6,132.0,134.8,137.8,140.7,143.2,144.8,145.3,144.9,143.8,142.3,140.8,139.5,138.5,138.2,138.6,140.1,142.6,146.5,151.5,156.7,160.7,162.3,160.5,156.1,150.2,144.0,138.4,133.6,129.4,125.7,122.4,119.6,117.4,115.7,114.6,114.2,114.6,115.7,117.6,120.3,123.9,128.2,133.2,138.9,145.1,151.5,157.9,163.8,168.3,170.6,170.4,168.3,165.3,162.3,160.1,158.4,156.8,154.8,151.9,147.9,142.5,135.7,127.2,117.5,107.1,96.5
86.3,76.9,68.8,62.4,58.0,55.3,53.6,52.4,51.3,50.3,49.2,48.3,47.5,46.9,46.5,46.6,47.1,48.0,49.3,50.8,52.7,55.6,60.5,68.2,79.2,92.0,104.7,115.7,123.5,128.6,132.0,134.8,137.8,140.7,143.2,144.8,145.3,144.9,143.8,142.3,140.8,139.5,138.5,138.2,138.6,140.1,142.6,146.5,151.5,156.7,160.7,162.3,160.5,156.1,150.2,144.0,138.4,133.6,129.4,125.7,122.4,119.6,117.4,115.7,114.6,114.2,114.6,115.7,117.6,120.3,123.9,128.2,133.2,138.9,145.1,151.5,157.9,163.8,168.3,170.6,170.4,168.3,165.3,162.3,160.1,158.4,156.8,154.8,151.9,147.9,142.5,135.7,127.2,117.5,107.1,96.5
86.3,76.9,68.8,62.4,58.0,55.3,53.6,52.4,51.3,50.3,49.2,48.3,47.5,46.9,46.5,46.6,47.1,48.0,49.3,50.8,52.7,55.6,60.5,68.2,79.2,92.0,104.7,115.7,123.5,128.6,132.0,134.8,137.8,140.7,143.2,144.8,145.3,144.9,143.8,142.3,140.8,139.5,138.5,138.2,138.6,140.1,142.6,146.5,151.5,156.7,160.7,162.3,160.5,156.1,150.2,144.0,138.4,133.6,129.4,125.7,122.4,119.6,117.4,115.7,114.6,114.2,114.6,115.7,117.6,120.3,123.9,128.2,133.2,138.9,145.1,151.5,157.9,163.8,168.3,170.6,170.4,168.3,165.3,162.3,160.1,158.4,156.8,154.8,151.9,147.9,142.5,135.7,127.2,117.5,107.1,96.5
86.3,76.9,68.8,62.4,58.0,55.3,53.6,52.4,51.3,50.3,49.2,48.3,47.5,46.9,46.5,46.6,47.1,48.0,49.3,50.8,52.7,55.6,60.5,68.2,79.2,92.0,104.7,115.7,123.5,128.6,132.0,134.8,137.8,140.7,143.2,144.8,145.3,144.9,143.8,142.3,140.8,139.5,138.5,138.2,138.6,140.1,142.6,146.5,151.5,156.7,160.7,162.3,160.5,156.1,150.2,144.0,138.4,133.6,129.4,125.7,122.4,119.6,117.4,115.7,114.6,114.2,114.6,115.7,117.6,120.3,123.9,128.2,133.2,138.9,145.1,151.5,157.9,163.8,168.3,170.6,170.4,168.3,165.3,162.3,160.1,158.4,156.8,154.8,151.9,147.9,142.5,135.7,127.2,117.5,107.1,96.5
89.8,84.9,80.7,76.6,71.7,66.6,61.6,57.4,54.5,52.6,51.4,50.8,50.3,50.0,49.9,49.9,50.1,50.4,50.7,50.8,50.8,50.9,51.6,53.3,56.2,60.4,65.8,72.4,80.0,88.5,97.4,106.5,115.6,124.4,132.8,140.7,147.8,154.0,158.9,162.3,164.1,164.7,165.0,165.6,167.1,169.4,172.4,175.6,179.0,181.9,183.7,183.9,182.1,178.7,174.1,169.0,163.7,158.9,154.6,151.5,149.6,148.6,148.0,147.3,146.2,145.0,144.1,144.0,144.9,146.9,150.0,154.0,158.8,164.0,169.2,174.0,177.8,180.5,181.8,181.4,179.3,175.7,171.0,165.6,160.1,155.1,151.1,149.0,148.9,149.6,149.4,146.5,139.8,130.3,119.5,109.0
93.4,86.8,81.2,75.7,70.1,64.5,59.3,54.9,51.7,49.4,47.8,46.6,45.5,44.5,43.8,43.3,43.1,43.1,43.2,43.3,43.3,43.3,43.2,43.3,43.5,44.3,46.0,49.1,53.9,60.4,68.8,79.1,91.1,104.3,118.0,131.5,144.2,155.5,165.3,173.1,178.8,183.1,187.0,191.4,197.0,203.0,208.5,212.2,213.5,211.8,207.0,198.9,187.6,174.6,161.7,150.6,142.8,137.6,133.9,130.7,127.1,123.1,119.0,114.9,111.0,107.7,105.6,104.9,106.0,108.8,113.2,119.0,126.0,133.7,141.5,149.0,155.5,160.6,163.6,164.0,161.5,157.1,152.2,148.2,145.9,144.7,143.6,141.5,137.5,131.8,124.7,116.5,107.6,98.4,89.2,80.7
77.8,69.6,62.4,56.6,52.5,49.7,47.9,46.6,45.5,44.5,43.8,43.3,43.0,43.0,43.1,43.3,43.4,43.7,44.2,44.9,46.3,48.9,53.7,61.6,72.9,86.3,100.1,112.4,121.8,128.5,132.9,135.7,137.2,137.7,137.7,137.3,136.9,136.4,135.7,134.8,133.7,132.4,131.4,130.7,130.6,131.5,133.6,137.3,142.6,148.2,152.8,154.8,153.2,148.9,143.2,137.3,132.4,128.4,124.8,121.5,118.1,114.8,111.7,109.0,106.9,105.7,105.5,106.5,109.1,113.1,118.3,124.8,132.4,140.6,149.1,157.3,164.9,171.1,175.2,176.5,174.5,170.5,165.7,161.5,158.9,157.2,155.4,152.3,147.2,140.3,132.1,123.2,114.0,104.8,95.6,86.6
77.8,69.6,62.4,56.6,52.5,49.7,47.9,46.6,45.5,44.5,43.8,43.3,43.0,43.0,43.1,43.3,43.4,43.7,44.2,44.9,46.3,48.9,53.7,61.6,72.9,86.3,100.1,112.4,121.8,128.5,132.9,135.7,137.2,137.7,137.7,137.3,136.9,136.4,135.7,134.8,133.7,132.4,131.4,130.7,130.6,131.5,133.6,137.3,142.6,148.2,152.8,154.8,153.2,148.9,143.2,137.3,132.4,128.4,124.8,121.5,118.1,114.8,111.7,109.0,106.9,105.7,105.5,106.5,109.1,113.1,118.3,124.8,132.4,140.6,149.1,157.3,164.9,171.1,175.2,176.5,174.5,170.5,165.7,161.5,158.9,157.2,155.4,152.3,147.2,140.3,132.1,123.2,114.0,104.8,95.6,86.6
77.8,69.6,62.4,56.6,52.5,49.7,47.9,46.6,45.5,44.5,43.8,43.3,43.0,43.0,43.1,43.3,43.4,43.7,44.2,44.9,46.3,48.9,53.7,61.6,72.9,86.3,100.1,112.4,121.8,128.5,132.9,135.7,137.2,137.7,137.7,137.3,136.9,136.4,135.7,134.8,133.7,132.4,131.4,130.7,130.6,131.5,133.6,137.3,142.6,148.2,152.8,154.8,153.2,148.9,143.2,137.3,132.4,128.4,124.8,121.5,118.1,114.8,111.7,109.0,106.9,105.7,105.5,106.5,109.1,113.1,118.3,124.8,132.4,140.6,149.1,157.3,164.9,171.1,175.2,176.5,174.5,170.5,165.7,161.5,158.9,157.2,155.4,152.3,147.2,140.3,132.1,123.2,114.0,104.8,95.6,86.6
77.8,69.6,62.4,56.6,52.5,49.7,47.9,46.6,45.5,44.5,43.8,43.3,43.0,43.0,43.1,43.3,43.4,43.7,44.2,44.9,46.3,48.9,53.7,61.6,72.9,86.3,100.1,112.4,121.8,128.5,132.9,135.7,137.2,137.7,137.7,137.3,136.9,136.4,135.7,134.8,133.7,132.4,131.4,130.7,130.6,131.5,133.6,137.3,142.6,148.2,152.8,154.8,153.2,148.9,143.2,137.3,132.4,128.4,124.8,121.5,118.1,114.8,111.7,109.0,106.9,105.7,105.5,106.5,109.1,113.1,118.3,124.8,132.4,140.6,149.1,157.3,164.9,171.1,175.2,176.5,174.5,170.5,165.7,161.5,158.9,157.2,155.4,152.3,147.2,140.3,132.1,123.2,114.0,104.8,95.6,86.6
77.8,69.6,62.4,56.6,52.5,49.7,47.9,46.6,45.5,44.5,43.8,43.3,43.0,43.0,43.1,43.3,43.4,43.7,44.2,44.9,46.3,48.9,53.7,61.6,72.9,86.3,100.1,112.4,121.8,128.5,132.9,135.7,137.2,137.7,137.7,137.3,136.9,136.4,135.7,134.8,133.7,132.4,131.4,130.7,130.6,131.5,133.6,137.3,142.6,148.2,152.8,154.8,153.2,148.9,143.2,137.3,132.4,128.4,124.8,121.5,118.1,114.8,111.7,109.0,106.9,105.7,105.5,106.5,109.1,113.1,118.3,124.8,132.4,140.6,149.1,157.3,164.9,171.1,175.2,176.5,174.5,170.5,165.7,161.5,158.9,157.2,155.4,152.3,147.2,140.3,132.1,123.2,114.0,104.8,95.6,86.6
80.2,75.1,70.7,66.6,62.3,58.0,54.1,50.8,48.4,46.8,45.7,44.9,44.4,43.9,43.5,43.3,43.1,43.1,43.1,43.3,43.6,44.2,45.4,47.4,50.5,54.9,60.7,68.2,77.5,87.9,98.6,109.0,118.4,126.7,133.8,139.8,144.7,148.8,152.4,155.6,158.9,162.0,164.9,167.3,169.2,170.8,172.5,174.8,177.7,180.8,183.1,183.9,182.7,179.8,175.8,171.5,167.2,163.1,159.2,155.6,152.3,149.5,147.2,145.7,145.0,145.4,146.7,149.0,152.3,156.4,161.5,167.3,173.7,180.4,186.7,192.3,196.5,199.0,199.4,197.3,192.4,185.2,176.6,167.3,157.9,149.5,142.9,139.0,138.3,139.2,139.5,137.3,131.1,121.9,111.5,101.5
93.4,86.8,81.2,75.7,70.1,64.5,59.3,54.9,51.7,49.4,47.8,46.6,45.5,44.5,43.8,43.3,43.1,43.1,43.2,43.3,43.3,43.3,43.2,43.3,43.5,44.3,46.0,49.1,53.9,60.4,68.8,79.1,91.1,104.3,118.0,131.5,144.2,155.5,165.3,173.1,178.8,183.1,187.0,191.4,197.0,203.0,208.5,212.2,213.5,211.8,207.0,198.9,187.6,174.6,161.7,150.6,142.8,137.6,133.9,130.7,127.1,123.1,119.0,114.9,111.0,107.7,105.6,104.9,106.0,108.8,113.2,119.0,126.0,133.7,141.5,149.0,155.5,160.6,163.6,164.0,161.5,157.1,152.2,148.2,145.9,144.7,143.6,141.5,137.5,131.8,124.7,116.5,107.6,98.4,89.2,80.7
77.8,69.6,62.4,56.6,52.5,49.7,47.9,46.6,45.5,44.5,43.8,43.3,43.0,43.0,43.1,43.3,43.4,43.7,44.2,44.9,46.3,48.9,53.7,61.6,72.9,86.3,100.1,112.4,121.8,128.5,132.9,135.7,137.2,137.7,137.7,137.3,136.9,136.4,135.7,134.8,133.7,132.4,131.4,130.7,130.6,131.5,133.6,137.3,142.6,148.2,152.8,154.8,153.2,148.9,143.2,137.3,132.4,128.4,124.8,121.5,118.1,114.8,111.7,109.0,106.9,105.7,105.5,106.5,109.1,113.1,118.3,124.8,132.4,140.6,149.1,157.3,164.9,171.1,175.2,176.5,174.5,170.5,165.7,161.5,158.9,157.2,155.4,152.3,147.2,140.3,132.1,123.2,114.0,104.8,95.6,86.6
77.8,69.6,62.4,56.6,52.5,49.7,47.9,46.6,45.5,44.5,43.8,43.3,43.0,43.0,43.1,43.3,43.4,43.7,44.2,44.9,46.3,48.9,53.7,61.6,72.9,86.3,100.1,112.4,121.8,128.5,132.9,135.7,137.2,137.7,137.7,137.3,136.9,136.4,135.7,134.8,133.7,132.4,131.4,130.7,130.6,131.5,133.6,137.3,142.6,148.2,152.8,154.8,153.2,148.9,143.2,137.3,132.4,128.4,124.8,121.5,118.1,114.8,111.7,109.0,106.9,105.7,105.5,106.5,109.1,113.1,118.3,124.8,132.4,140.6,149.1,157.3,164.9,171.1,175.2,176.5,174.5,170.5,165.7,161.5,158.9,157.2,155.4,152.3,147.2,140.3,132.1,123.2,114.0,104.8,95.6,86.6
77.8,69.6,62.4,56.6,52.5,49.7,47.9,46.6,45.5,44.5,43.8,43.3,43.0,43.0,43.1,43.3,43.4,43.7,44.2,44.9,46.3,48.9,53.7,61.6,72.9,86.3,100.1,112.4,121.8,128.5,132.9,135.7,137.2,137.7,137.7,137.3,136.9,136.4,135.7,134.8,133.7,132.4,131.4,130.7,130.6,131.5,133.6,137.3,142.6,148.2,152.8,154.8,153.2,148.9,143.2,137.3,132.4,128.4,124.8,121.5,118.1,114.8,111.7,109.0,106.9,105.7,105.5,106.5,109.1,113.1,118.3,124.8,132.4,140.6,149.1,157.3,164.9,171.1,175.2,176.5,174.5,170.5,165.7,161.5,158.9,157.2,155.4,152.3,147.2,140.3,132.1,123.2,114.0,104.8,95.6,86.6
77.8,69.6,62.4,56.6,52.5,49.7,47.9,46.6,45.5,44.5,43.8,43.3,43.0,43.0,43.1,43.3,43.4,43.7,44.2,44.9,46.3,48.9,53.7,61.6,72.9,86.3,100.1,112.4,121.8,128.5,132.9,135.7,137.2,137.7,137.7,137.3,136.9,136.4,135.7,134.8,133.7,132.4,131.4,130.7,130.6,131.5,133.6,137.3,142.6,148.2,152.8,154.8,153.2,148.9,143.2,137.3,132.4,128.4,124.8,121.5,118.1,114.8,111.7,109.0,106.9,105.7,105.5,106.5,109.1,113.1,118.3,124.8,132.4,140.6,149.1,157.3,164.9,171.1,175.2,176.5,174.5,170.5,165.7,161.5,158.9,157.2,155.4,152.3,147.2,140.3,132.1,123.2,114.0,104.8,95.6,86.6
77.8,69.6,62.4,56.6,52.5,49.7,47.9,46.6,45.5,44.5,43.8,43.3,43.0,43.0,43.1,43.3,43.4,43.7,44.2,44.9,46.3,48.9,53.7,61.6,72.9,86.3,100.1,112.4,121.8,128.5,132.9,135.7,137.2,137.7,137.7,137.3,136.9,136.4,135.7,134.8,133.7,132.4,131.4,130.7,130.6,131.5,133.6,137.3,142.6,148.2,152.8,154.8,153.2,148.9,143.2,137.3,132.4,128.4,124.8,121.5,118.1,114.8,111.7,109.0,106.9,105.7,105.5,106.5,109.1,113.1,118.3,124.8,132.4,140.6,149.1,157.3,164.9,171.1,175.2,176.5,174.5,170.5,165.7,161.5,158.9,157.2,155.4,152.3,147.2,140.3,132.1,123.2,114.0,104.8,95.6,86.6
80.2,75.1,70.7,66.6,62.3,58.0,54.1,50.8,48.4,46.8,45.7,44.9,44.4,43.9,43.5,43.3,43.1,43.1,43.1,43.3,43.6,44.2,45.4,47.4,50.5,54.9,60.7,68.2,77.5,87.9,98.6,109.0,118.4,126.7,133.8,139.8,144.7,148.8,152.4,155.6,158.9,162.0,164.9,167.3,169.2,170.8,172.5,174.8,177.7,180.8,183.1,183.9,182.7,179.8,175.8,171.5,167.2,163.1,159.2,155.6,152.3,149.5,147.2,145.7,145.0,145.4,146.7,149.0,152.3,156.4,161.5,167.3,173.7,180.4,186.7,192.3,196.5,199.0,199.4,197.3,192.4,185.2,176.6,167.3,157.9,149.5,142.9,139.0,138.3,139.2,139.5,137.3,131.1,121.9,111.5,101.5
93.4,86.8,81.2,75.7,70.1,64.5,59.3,54.9,51.7,49.4,47.8,46.6,45.5,44.5,43.8,43.3,43.1,43.1,43.2,43.3,43.3,43.3,43.2,43.3,43.5,44.3,46.0,49.1,53.9,60.4,68.8,79.1,91.1,104.3,118.0,131.5,144.2,155.5,165.3,173.1,178.8,183.1,187.0,191.4,197.0,203.0,208.5,212.2,213.5,211.8,207.0,198.9,187.6,174.6,161.7,150.6,142.8,137.6,133.9,130.7,127.1,123.1,119.0,114.9,111.0,107.7,105.6,104.9,106.0,108.8,113.2,119.0,126.0,133.7,141.5,149.0,155.5,160.6,163.6,164.0,161.5,157.1,152.2,148.2,145.9,144.7,143.6,141.5,137.5,131.8,124.7,116.5,107.6,98.4,89.2,80.7
77.8,69.6,62.4,56.6,52.5,49.7,47.9,46.6,45.5,44.5,43.8,43.3,43.0,43.0,43.1,43.3,43.4,43.7,44.2,44.9,46.3,48.9,53.7,61.6,72.9,86.3,100.1,112.4,121.8,128.5,132.9,135.7,137.2,137.7,137.7,137.3,136.9,136.4,135.7,134.8,133.7,132.4,131.4,130.7,130.6,131.5,133.6,137.3,142.6,148.2,152.8,154.8,153.2,148.9,143.2,137.3,132.4,128.4,124.8,121.5,118.1,114.8,111.7,109.0,106.9,105.7,105.5,106.5,109.1,113.1,118.3,124.8,132.4,140.6,149.1,157.3,164.9,171.1,175.2,176.5,174.5,170.5,165.7,161.5,158.9,157.2,155.4,152.3,147.2,140.3,132.1,123.2,114.0,104.8,95.6,86.6
77.8,69.6,62.4,56.6,52.5,49.7,47.9,46.6,45.5,44.5,43.8,43.3,43.0,43.0,43.1,43.3,43.4,43.7,44.2,44.9,46.3,48.9,53.7,61.6,72.9,86.3,100.1,112.4,121.8,128.5,132.9,135.7,137.2,137.7,137.7,137.3,136.9,136.4,135.7,134.8,133.7,132.4,131.4,130.7,130.6,131.5,133.6,137.3,142.6,148.2,152.8,154.8,153.2,148.9,143.2,137.3,132.4,128.4,124.8,121.5,118.1,114.8,111.7,109.0,106.9,105.7,105.5,106.5,109.1,113.1,118.3,124.8,132.4,140.6,149.1,157.3,164.9,171.1,175.2,176.5,174.5,170.5,165.7,161.5,158.9,157.2,155.4,152.3,147.2,140.3,132.1,123.2,114.0,104.8,95.6,86.6
77.8,69.6,62.4,56.6,52.5,49.7,47.9,46.6,45.5,44.5,43.8,43.3,43.0,43.0,43.1,43.3,43.4,43.7,44.2,44.9,46.3,48.9,53.7,61.6,72.9,86.3,100.1,112.4,121.8,128.5,132.9,135.7,137.2,137.7,137.7,137.3,136.9,136.4,135.7,134.8,133.7,132.4,131.4,130.7,130.6,131.5,133.6,137.3,142.6,148.2,152.8,154.8,153.2,148.9,143.2,137.3,132.4,128.4,124.8,121.5,118.1,114.8,111.7,109.0,106.9,105.7,105.5,106.5,109.1,113.1,118.3,124.8,132.4,140.6,149.1,157.3,164.9,171.1,175.2,176.5,174.5,170.5,165.7,161.5,158.9,157.2,155.4,152.3,147.2,140.3,132.1,123.2,114.0,104.8,95.6,86.6
93.4,86.8,81.2,75.7,70.1,64.5,59.3,54.9,51.7,49.4,47.8,46.6,45.5,44.5,43.8,43.3,43.1,43.1,43.2,43.3,43.3,43.3,43.2,43.3,43.5,44.3,46.0,49.1,53.9,60.4,68.8,79.1,91.1,104.3,118.0,131.5,144.2,155.5,165.3,173.1,178.8,183.1,187.0,191.4,197.0,203.0,208.5,212.2,213.5,211.8,207.0,198.9,187.6,174.6,161.7,150.6,142.8,137.6,133.9,130.7,127.1,123.1,119.0,114.9,111.0,107.7,105.6,104.9,106.0,108.8,113.2,119.0,126.0,133.7,141.5,149.0,155.5,160.6,163.6,164.0,161.5,157.1,152.2,148.2,145.9,144.7,143.6,141.5,137.5,131.8,124.7,116.5,107.6,98.4,89.2,80.7
